"Data Source","World Development Indicators",

"Last Updated Date","2025-12-19",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Liberia","LBR","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","773.219019630002","570.529508215755","457.490950723332","429.651324355109","832.381890250245","853.718994591345","923.511393580316","997.809893937819","1132.32546703171","1841.79159634224","1779.36891126295","2139.66841293084","2296.02346151657","2821.9020642694","3038.03560633359","3019.69985045964","2755.97598249574","3015.90615402509","3143.55473420424","3160.83960728038","3070.8561420754","3356.14125662549","3428.65500215691","3757.3247938908","",
"Libya","LBY","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","107212.92550836","107336.308894423","101486.846840211","92397.2583203315","91218.9444507403","33503.8262853838","90691.6364302566","67087.5848033653","40910.9373144581","40689.6167526096","38290.4342561949","60661.6476034637","70166.0820712793","64633.3721599429","42216.5540562213","59189.5359208089","48498.8814367049","56021.0704120744","",
"St. Lucia","LCA","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10140.3764631665","11261.5554992378","11148.3787996862","11588.2007645711","11997.6266161082","10637.4739720094","12008.2107792397","14194.4178487245","13960.0388932033","11924.8613335771","10933.6475463917","10815.5480365588","12941.0603005626","14818.5270337358","10627.1033892119","12225.2785843648","11042.8354493847","13248.9196428691","13335.1650609263","13547.7725154769","14097.2966579191","13922.3703427662","14104.2579239189","14213.7157052212","15128.6880100439","15271.8319039048","15919.5010414774","16657.6551274262","16398.0045074989","23383.5592575693","18434.0708836384","15867.0023321361","16625.7153351326","",
"Latin America & Caribbean","LCN","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19344.5910085857","19267.7883009722","19588.6724785013","20427.8309960075","20022.1425452684","20870.2567981889","21416.1276853421","21185.1468552993","21050.9975483057","21346.8119175286","21040.4328306627","20604.3129504553","20775.9813145553","21325.9632866621","21488.6308175814","21865.0115637637","21968.3656503854","21837.1008217636","21152.9171527999","22176.0254762142","22765.1868063246","22360.8467156053","22637.8030287465","22258.7392948841","23132.2693876545","22530.761469708","22541.2662340143","22395.049504617","21871.0267030431","22039.5110331449","21810.2201611617","21458.1617561137","21651.992527568","",
"Least developed countries: UN classification","LDC","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4235.36518038306","4005.27089841129","3860.91764127767","3827.86685428669","4000.65464188931","4375.27315503687","4407.23190383278","4212.8810364922","4468.44310230932","4240.04828877309","4089.95887094626","4631.38716175316","4601.95398779668","4769.09893924127","5179.303976115","5413.81852549887","5641.14692806114","5924.18164050533","5905.97204450831","5995.01120569924","5921.61929614203","5668.69271957107","5727.13522235683","5853.92385041195","5828.17770383368","6012.36632690519","6223.98009984779","6412.56383861842","6554.04561190732","6356.69304774489","6468.35672279081","6654.15980766649","6830.24829234613","",
"Low income","LIC","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6459.30212037319","6230.55225363975","6165.99715533814","6253.73152546803","6500.74683850173","7169.40127532638","7264.9869336332","7374.0446669511","7752.78064269913","7667.05067421807","7866.3311462799","7428.95637056834","6260.97688728962","5953.78139070566","6169.03216632941","5560.22587213223","5085.82493954246","5156.7001249937","5224.24137777377","4776.07304477159","4688.3803651141","4710.22345528576","4737.70141905796","5064.82113652809","",
"Liechtenstein","LIE","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5552.63413668625","6227.75203789367","6479.90673647638","5970.54177407436","6031.94270505728","6370.66178305185","6535.88642130553","6428.36478112106","6570.45026609107","6860.23180273138","6506.64529785114","6388.8617463349","6574.83020868335","6666.29472816608","6351.39572683796","6826.53288183331","7256.00416999957","7594.8783693166","8373.07120874508","9311.47636698566","10317.2524875845","10527.967987263","11375.4628368779","12223.3152919332","12050.4620319324","12414.6079590646","12749.7861214455","13242.3726253671","12642.7549688456","12678.8138283974","13794.5736732782","11286.6649044951","10441.5832290697","",
"Lower middle income","LMC","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4870.3548238754","4925.02826134466","4859.87320263423","4896.8187375413","5025.66551755855","5096.8971167526","5119.34088183938","5122.70840948615","5071.82093080245","5055.98472919406","5006.81199948838","5103.01647651726","5143.48221062664","5260.56224688698","5366.18778844631","5624.68786336655","5760.4524945016","5842.76579711479","5884.39832446843","6027.21093843739","6051.59316904695","6013.67114352889","6082.36480373137","6246.19127504826","6443.56972332446","6608.75125758516","6810.4294798613","7005.51688147855","6969.54758886927","6944.305344373","6946.53605306655","6712.29076162171","7012.82722023992","",
"Low & middle income","LMY","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6535.65294812773","6669.54183275199","6938.64607977272","7212.46623508275","7429.49319142065","7764.99580551856","8087.43244038767","8215.95616324566","8515.73846583549","8806.18413436535","8981.15052245605","9411.16238769339","9819.76975659292","10170.2760217035","10417.3209574728","10940.8741745231","11372.5882838089","11772.5460109355","11929.4635847906","12587.4364332319","12997.0344073155","13219.6902076352","13748.3961105546","14226.062016463","14765.615240357","15245.4276637477","15732.6566395137","16104.5620152174","16285.7273980146","16530.4353419739","16955.5325774303","16937.5267545287","17443.3621838825","",
"Lesotho","LSO","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2428.23000506424","2618.25744542167","2651.6903863169","2802.13135561271","3014.5624198399","3082.57284070605","2903.72341145316","2818.07677726996","2859.60210184992","3118.09564024503","3161.81369686227","3257.05738271684","3377.47030307382","3295.1306518112","3284.13888512296","3374.38971781544","3405.71203439827","3566.17438604229","3387.92950722421","3596.04634033164","3664.82607441617","3787.06063442184","3384.1173053311","3230.94305826322","3350.38146438583","3418.07110782991","3357.35263885762","3497.37177432554","3265.91260298092","2912.46446453354","3076.26464021911","2926.74220015667","2630.5370133051","",
"Late-demographic dividend","LTE","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6528.81066489725","6230.90301780382","6480.00094162973","6657.35231427239","7382.38172321565","7660.304503754","8013.202454159","8410.81474247001","8901.49789034627","9565.47952813636","10558.0165588413","11376.8820650896","12165.9388669411","12739.9918782455","13039.7999484439","13571.0437560442","14158.0001213946","14812.08700261","15260.5615631616","16475.4156002593","17445.5935028856","18021.9904941351","19058.2226371894","20007.9337563072","21434.9986402228","22031.5228882721","22757.03600597","23591.2628189757","24166.1881598836","24591.4571666241","25503.6843540844","26418.4033040441","26931.6927289733","",
"Lithuania","LTU","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9778.30622571907","10309.821492792","10825.8721714491","12220.9916197159","12441.6018374833","13319.7744119721","15568.6918462399","15695.3999975264","17928.7939324816","19833.0972408868","21097.2734030907","23537.9888125757","25065.9778863281","25906.5106101736","23744.2533239699","28595.2546216139","31306.933821138","30821.598401649","31346.7910495795","33659.7810745324","33434.0793601397","32816.3376196814","34599.6784014524","34939.0480167294","36685.9924246144","38196.988967935","39210.9006358545","40044.8262247695","39095.4357291244","",
"Luxembourg","LUX","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","109348.14681205","118571.62456126","121166.095354709","134238.162044363","137605.384614805","146175.264304741","137598.717827965","150058.791697777","170712.19418677","173227.773459674","181185.350817706","185791.387748309","204750.443752338","197221.502631313","197329.555884884","192460.618207673","180240.558153547","185261.870259117","202768.781466299","224948.264442046","208712.876036539","227005.366134752","228467.729583636","207325.936408919","240585.792445977","240771.7098128","248684.723080971","201887.673819479","195331.147314953","",
"Latvia","LVA","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11575.7459065174","12423.9711673613","13577.6090952088","14089.9037601819","14972.3762131749","15348.9610057025","16291.9799122905","18290.0927188816","18326.0413536918","19750.828909536","21226.1280292044","22233.739547947","22005.4069680851","20654.4440970771","22166.1826084283","23343.6777965522","24289.2761152541","24619.4688840191","23593.5231010631","23175.3883566302","24268.3610291272","23859.5573599486","26391.7549241468","26467.0104777058","26406.7878104892","27377.058128812","29351.6362405087","26306.0994984859","26304.196822859","",
"Macao SAR, China","MAC","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29179.2000843746","27541.473984939","28320.5689489822","30147.2352573863","33035.271711455","33701.5206616077","41423.8263834385","44840.1708414492","42750.984657979","44206.7531845448","42011.8725201821","45024.6828265849","34770.3269529759","37792.6461664882","35180.973054925","39879.0201457473","",
"St. Martin (French part)","MAF","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10434.0165434496","10418.4736311228","10063.597421912","10022.5799498446","10090.9979417829","9927.80592512221","10321.5969858586","10256.0214161898","10254.356615389","10354.7065705306","10301.2815076006","10341.3382614498","10523.6197115716","10929.3396659149","11209.85142254","10844.034379914","10574.6992200834","10649.0534583894","9844.3694020125","10848.5913916829","11589.7849542582","11928.8167988329","11588.8692997321","11902.5197454848","11876.4380187118","12081.4507404712","12340.4986956079","12330.0066304953","12439.3525596849","12220.6617030414","12490.7767165855","12124.6006483296","11963.4674097084","",
"Monaco","MCO","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7577.88552860288","7682.813302684","6796.07568653174","5811.24607863113","5868.98761791612","6423.3749838664","6854.0848520335","6781.68132679471","7998.39648104528","8986.33208925675","9199.27564994543","8225.97739172054","7931.53827707516","7673.64335926889","6648.15294878274","7543.26172537602","7869.90524976205","7926.13555495496","8991.52660599502","9428.21227696506","9778.59455339962","10282.0975600249","11599.061945926","12479.923101007","12364.5714773763","12005.295481878","10985.5373177826","9774.93293584287","9001.66246816989","",
"Madagascar","MDG","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2507.44242415618","2088.62716792975","2077.31637057781","2079.04036169939","2068.41245946346","2209.01849231158","2403.48372448674","2289.42062240315","2953.30143780432","3629.38139166115","4399.72327113422","3957.60424123848","3594.91476636979","3580.7370853614","2778.29982364655","2462.34366813295","2106.32235364165","1871.76770513681","1958.77543587153","1888.98620207772","1868.32867207906","1908.78969217935","1964.05359373557","1977.7543893361","2057.86630106456","1566.95161117753","1800.3832556002","1820.06560743676","1752.18639719264","",
"Maldives","MDV","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4989.10953127177","4811.28124294216","5721.00082618903","6676.51071937575","7298.02720068167","6802.68508603928","7017.21658019214","6776.16898594663","7202.4195355393","9532.7449611562","11708.8902581759","13509.5893024197","16223.3667505982","17968.2022968715","13626.6731229474","12655.0272195567","12650.2418757889","11493.9852005763","9404.12951635265","9725.52863709779","10669.5591181665","10769.7018391578","11344.6569892529","12219.3382207079","11663.0085492726","7538.19341224046","6667.16120649479","7880.50548622376","8052.29297241149","",
"Middle East, North Africa, Afghanistan & Pakistan","MEA","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18597.0254431203","19217.3451217978","18964.8077074913","18680.1821965091","20119.4280308609","20147.6932939138","20823.8457403014","22348.6967843014","22367.129585578","23335.1594768205","25615.7588089815","24758.9933304173","25029.4252918962","25675.2489598415","25621.9219437327","26759.4248653357","26092.4101985301","26620.6219676531","24626.542402162","25440.7092914386","26206.508055747","26246.928069566","25039.2012214932","24849.156023739","24651.554988578","25312.622907958","24969.3616814728","25017.1232289968","24848.0815808547","24037.7905500648","24387.0038585189","25608.4649850304","25462.9624556584","",
"Mexico","MEX","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34445.7158818524","35205.9392722553","34765.2943918212","36656.4971967502","33720.2472618162","34138.1667878295","35323.1691485884","33463.2785918873","32377.9339359489","31625.6702508402","31706.4635889849","31431.9608598746","31506.7270158746","32211.4915507312","33276.5593388398","33655.6978050925","33329.2500222283","33298.7868792951","31855.2534188159","31966.4063367483","32149.6714703748","32436.712003872","31366.0337262431","31374.2838870968","30845.1569839399","29842.5957552527","29145.9589122333","28463.6086264089","27718.5512460738","27751.6511453616","26991.6006399523","26693.756401869","26692.7557611642","",
"Marshall Islands","MHL","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle income","MIC","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6540.95858334517","6690.29709472168","6970.30685722519","7250.54448251154","7475.23969822404","7804.01690638542","8132.44484286167","8274.19180174967","8568.7154375237","8856.9394606467","9041.96746487877","9488.5832376297","9904.91804233601","10257.8833535476","10495.1969652291","11028.3412772619","11467.5130521583","11875.6188991291","12042.656058374","12713.824646942","13145.9629567536","13399.6322717118","13953.5368074528","14443.3757203515","15015.061632426","15510.265718522","16013.6999708709","16401.6241321472","16595.4263106336","16865.9076981842","17294.8543637612","17278.8488619109","17749.0616190482","",
"North Macedonia","MKD","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6020.48768285664","5410.70897906811","4951.2563471901","4778.32702639327","5844.86859526493","6249.44161837306","6253.74631535371","6362.24276927438","6507.59767926699","6631.07177901106","6424.61991521011","6798.9347832786","7776.02200794679","7920.03359952733","8742.7260456826","9368.2671824465","8511.0219666821","8736.51663675022","9439.41408004659","10784.3085324794","11770.5285927881","11177.8563454034","11264.9568590266","12207.9230332656","12667.1834003848","12136.3377771253","12034.3703557587","11655.7321335962","11523.8679858278","11126.9440557703","11320.1068805594","10874.7743100295","11315.2583944949","",
"Mali","MLI","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3458.32471772598","3402.44783917193","3733.17815951863","3503.72336864051","3690.36385206148","3506.07166843392","4121.90324819453","4148.34403801851","4108.4419066775","5604.78007818153","6068.89825258112","6581.29426267316","6592.24313529376","6646.27468205969","9133.1365702723","9565.71215930311","10430.5209019429","9068.78306192554","8890.38761580748","8928.63919409633","9483.82169348177","8413.32079559647","9009.81044414349","6617.21805943696","6268.51552750998","7741.79046719775","6607.22097990622","7514.77269610746","7134.42766279815","6445.23749593221","5847.49416569223","5233.82225073593","5134.94454891387","",
"Malta","MLT","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29626.4907450543","27471.0195922094","28828.5372080244","31996.7595702129","30543.4454242749","28314.0507813005","28372.2755234311","29900.228797768","33512.7986422278","30677.6719276064","31830.8247456579","30278.0716810686","31747.8439231417","33218.3857815641","32619.4026943642","34163.3573256221","34370.9158583439","33968.7190922505","36546.390867526","35702.3404219424","33758.4616486831","35049.6434108587","35179.7097951228","35493.6367112462","",
"Myanmar","MMR","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","648.712429551515","761.707172700642","980.38257121802","1137.54991869273","1316.7901060563","1521.34790174833","1896.56876093227","2190.68351441846","2481.18665970312","2851.00883830868","3776.7849933786","4112.20527911062","4377.89627714464","4836.3412782187","4799.05299907324","5082.38771581309","6473.97176270415","7427.96132089821","7099.42787706915","7966.05113638252","6335.05179967564","6429.885233251","6781.20502357234","6695.50135267861","",
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)","MNA","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10522.5609817104","10993.0617119335","10988.7736153419","10781.2555041307","10961.1696487512","11059.8019293079","11731.2641177113","12197.9668619652","13634.6059349977","13857.4815079775","13709.9969364143","13607.0958756649","13304.8987737906","13676.5175060396","13606.3536693594","14807.7739669791","14852.4413147029","15214.0382517177","14340.4588351798","14295.9264756143","13794.3012366573","13622.1515825659","12739.3585636386","12677.4657441082","12310.8269480841","13161.1898404474","13439.8694353327","13289.1321957205","12980.4367591837","12524.1018350629","12534.0860105596","12806.3439046083","13058.9419092879","",
"Montenegro","MNE","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13500.3645910525","13227.0742815836","12874.661293132","13107.5940533277","15441.7418223697","17041.2572969211","16502.3653224873","17039.0539844956","17967.1070661266","15464.6403913117","15855.5846580961","15482.2267519322","15008.6066235148","15826.058608551","15024.9688692076","15097.7933492613","16029.172404234","16791.2271561981","17039.5209048106","17073.7921547938","18250.4674466749","20517.9235667785","20435.1875039467","21320.6918156076","",
"Mongolia","MNG","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8560.27959844754","7740.03179558327","7163.65324069787","7160.79573497271","8365.96455601734","8199.30644156286","8374.35705726679","8859.82035084882","8842.42288416163","9565.3244682301","10847.5399976494","10409.17511815","13059.6330030483","13233.0945082662","14523.7706926993","13948.0027431164","14313.6364637828","13031.7393685406","12068.5932699241","11725.6904678011","11410.5792949804","12132.2289530146","12251.8474782591","13444.4854302733","14907.3140059451","16123.1997531736","15656.0043007041","15383.0691558256","15072.2789936003","14701.1930663572","13784.3476702943","11722.4489913426","12895.8931726109","",
"Northern Mariana Islands","MNP","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2118.38375506592","1931.15449179968","1779.7023929372","1608.10837530232","1636.99599895988","1763.06188653178","2140.4294271879","2548.04865875727","2832.11536917371","3128.72232012949","3622.67626532575","3705.020684055","3970.40525638681","4301.72586527538","4156.9899576554","4082.90481900985","4038.49304052618","3926.35062599071","3861.19912319633","3739.26334412082","3664.10578880221","3608.81045117871","3471.48461789193","3440.0784119173","3539.07446506623","3617.00506310971","3584.52006504586","3545.44214888638","3373.44006722346","3041.43553495473","2962.46204794881","2944.26579766584","3202.37035440576","",
"Mauritania","MRT","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16950.4907896005","16125.4338893461","16261.2160469848","16689.3332764134","16350.9547303182","16469.3634202249","17114.9106863061","16917.4188281357","15836.9182772742","12766.382390061","11578.2522622121","11432.8571827855","11241.1787100492","11126.1156167284","11430.4308225514","16581.8949655992","13437.9498213699","11864.0521353731","10934.1736466893","9812.77303814041","9465.14839642506","9000.25572796578","9354.17933004268","9482.357378711","9577.42202980169","8851.0235564002","8525.92423386336","9518.25109122063","10333.2435867357","10401.9349624394","8811.58733510674","9437.86711754736","9392.41726200709","",
"Mauritius","MUS","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4615.29180215025","4814.02390148011","5008.17204506714","5194.55493070907","5282.58936102746","5765.10656267437","6027.37846399256","6237.59749588284","6332.24381300792","6595.31892395113","7474.01577137123","7050.74062473732","7464.60330505499","7765.34630421616","7716.92545446151","11918.2569993654","12573.7726391408","12955.2747668457","14111.9136317384","14716.7030601122","15026.6447648883","15020.9984019826","15318.8894124482","15545.3997636378","15881.6354147887","15464.9296822581","16802.0533421032","17750.1850959779","18085.6976684951","16134.3284595618","19671.051403159","18975.3319865611","19650.0088965379","",
"Malawi","MWI","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2337.51364918545","2359.00021633793","2138.49441875927","2267.32060168246","2337.39931684162","2463.26354165075","2395.37814128695","2393.84584141091","2419.77468295338","2351.42152510404","2102.06506180496","1911.30627597567","2057.45295137665","2092.89685451118","2188.85794858027","2370.03498843338","2626.50796497021","2784.80880835731","3230.02973342228","3420.8995045102","3428.62775306617","3361.50516871865","3384.66872026592","3436.48959716285","3485.52076031508","3496.93600129132","3484.13086415352","3583.90044762166","3681.98188081484","3598.13066361896","3587.53558686975","3397.48776632928","3348.18152736809","",
"Malaysia","MYS","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18103.2917675887","18616.0006354483","19271.9399627697","20378.5451818199","22817.5699379429","24776.9240564602","24571.5906811942","23042.2573396421","24370.2470870405","25773.0852192357","23723.5191260307","24848.7537965762","25933.5052624602","28630.9785269789","29046.6512796349","28826.944857557","29945.5115643285","28603.2335648174","27550.9930461913","27380.0339818628","27280.4406244506","27541.4042225569","27120.7567968968","27757.0743648538","28776.0282481739","29556.4795250401","30337.226047611","30396.7377737798","30349.7875476171","28276.9331558546","29034.9396098742","30296.1663597427","30121.5450556216","",
"North America","NAC","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","111796.018054044","","","","","","","","","",
"Namibia","NAM","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23258.4616895722","26255.210722369","23160.4768065466","25377.8139801863","25725.8641804625","23887.5085865776","25361.7430230764","26553.4678398047","27088.863257998","27656.2974187615","26367.1902287561","27157.4077940778","26504.2204077443","28598.124942338","28770.5659612622","32577.5774461979","34142.3560766902","35407.5522296424","30527.9853487057","34054.5886804456","31446.2497730926","30091.5233814686","28414.8043456676","28592.6501405515","25323.4664459363","21143.9475568084","22284.4404057044","24592.3526171324","23793.8923015863","20835.786479097","19995.0892487096","20977.1563341952","22191.1564804113","",
"New Caledonia","NCL","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64612.1990403011","","","","","","","","","",
"Niger","NER","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3289.76344758254","3279.49290728018","3095.10684488043","3051.64568354226","3028.76945174679","3083.29288694965","3107.42123160035","3016.48523536839","2736.56657078824","2717.79573127881","2748.38364044384","2787.01085039649","2843.73582445407","2846.63130101396","2743.50281036663","2770.73302861946","2650.71973171501","2622.99224088888","2967.42335269337","3156.7238393585","3112.3212499925","4067.79950913224","4299.2275771875","4338.32182007705","4187.42826914044","3961.89836579846","4092.29386634369","4177.06385930364","4394.05445280085","4272.81380396426","4267.00435217491","4023.8887317825","4027.42329231262","",
"Nigeria","NGA","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13233.7740276601","13649.6201356631","12381.5751872241","11296.1356840666","10658.3301578504","10939.5989930783","10825.4881832526","10588.4646627002","9866.39209982296","10259.6673404787","10472.5591174361","10285.4014913954","11127.3056019296","10948.6879955677","11197.3029871582","11034.5059796223","10833.8858007064","10589.200971241","10804.5262498772","11266.2742327637","12031.6095668087","11173.9456339976","10348.8272209635","10408.6349306262","9682.64665312587","8442.14967842995","8180.62586498136","7897.48891394037","7643.10230190229","5308.11407530032","4381.49079764453","4185.40901337453","4056.41413985329","",
"Nicaragua","NIC","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5410.28461694741","5194.27022076522","5048.07521660483","5030.29058602604","5242.15549747556","5287.15764775539","5249.14341902971","5129.66419264368","5712.87112197774","5712.19627278777","5844.53707908074","5656.30757393492","5663.88971261525","5835.18115229492","5495.30908070088","5628.49193489022","5180.80880919424","5252.12834718657","4925.08554399266","5253.56784992501","5836.73906113011","6679.91531921807","6971.41206085406","6890.13834479608","7176.12382435073","7163.96169834419","7120.19567760212","7020.79034825006","6432.39366892792","6381.1992472257","7397.04246835477","7264.93411573078","7543.66988482714","",
"Netherlands","NLD","Industry (including construction), value added per worker (constant 2015 US$)","NV.IND.EMPL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56893.2682991298","56096.4997397927","56567.9262833794","60635.1020312957","61483.0147371805","62421.6107037459","62410.3630042281","63721.6389224782","66513.1301116975","70010.5054077689","70580.7354005968","72107.4682272988","74909.4969126779","77071.7809076384","76104.584944117","78400.7185119156","84389.4473309699","88112.4286100015","84057.7210822292","89276.5745361681","93235.6736447082","90564.6789084526","95368.5906826849","96818.8603894738","94093.0572281225","95299.6585651985","98246.2033701812","101463.892983317","101598.524004694","100492.962292007","123167.264822624","124001.167594315","117497.669251843","",
